dataset,project,pPath,pId,codeLine,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,time,org/joda/time/chrono/BasicChronology,3,175,0,0,0,2,4,0,5,0,0,5,89,5,0.007091719,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,177,0,0,0,1,2,0,4,0,0,4,59,9,0.007091719,0
defect4j,time,org/joda/time/field/PreciseDateTimeField,3,80,1,1,0,1,3,0,0,0,0,2,19,4,0.007091719,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,167,1,1,0,3,7,0,1,0,0,5,33,4,0.007091719,0
defect4j,time,org/joda/time/chrono/BasicGJChronology,3,142,1,1,1,1,2,0,0,0,0,3,50,7,0.007075737,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,107,1,0,0,2,4,0,4,1,0,7,76,8,0.0069889,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,108,0,0,0,1,2,0,4,0,0,4,25,9,0.0069889,0
defect4j,time,org/joda/time/chrono/BasicGJChronology,3,120,0,0,0,2,5,0,2,0,0,2,23,5,0.006973302,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,221,1,0,0,0,0,0,0,0,0,1,16,4,0.006957762,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,457,1,0,0,1,2,0,3,0,0,4,41,5,0.006950014,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,456,1,0,0,1,2,0,2,0,0,3,27,5,0.006950014,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,458,0,0,0,1,2,0,4,0,0,4,42,5,0.006950014,0
defect4j,time,org/joda/time/chrono/BasicDayOfMonthDateTimeField,3,48,0,0,0,1,2,0,3,0,0,3,42,5,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,106,1,1,0,1,3,0,0,0,0,2,21,6,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,104,1,0,0,1,3,0,0,0,0,1,23,4,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,105,1,0,0,1,2,0,3,0,0,5,26,6,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,100,1,0,1,1,2,0,0,1,0,4,41,4,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,101,2,3,0,2,5,0,2,0,0,7,49,4,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,99,2,2,0,2,4,0,3,0,0,7,66,5,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,96,1,1,0,1,3,0,0,0,0,2,19,4,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,111,1,0,1,1,2,0,0,0,0,4,27,4,0.006950014,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,112,1,0,0,0,0,0,0,0,0,1,14,4,0.006950014,0
defect4j,time,org/joda/time/chrono/BasicGJChronology,3,88,2,2,0,4,8,0,2,0,0,6,52,5,0.00694228,0
defect4j,time,org/joda/time/chrono/BasicYearDateTimeField,3,55,0,0,0,1,2,0,3,0,0,3,36,5,0.00694228,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,478,4,3,0,3,6,0,0,0,0,7,76,4,0.00694228,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,477,1,0,0,1,2,0,3,0,0,5,53,4,0.00694228,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,476,1,0,0,1,2,0,2,0,0,3,38,5,0.00694228,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,408,2,2,0,2,4,0,1,0,0,5,64,5,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,419,3,2,0,1,4,0,0,0,0,5,61,5,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,412,3,1,0,2,4,0,0,0,0,4,35,5,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,417,1,1,0,1,3,0,0,0,0,2,15,4,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,415,3,1,0,0,0,0,0,0,0,4,32,5,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,414,1,0,0,1,2,0,2,0,0,3,37,5,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,436,1,0,0,0,0,0,0,0,0,1,12,4,0.006926855,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,233,1,1,0,0,0,0,0,0,0,2,27,4,0.006926855,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,241,1,2,0,1,2,0,0,0,0,3,37,4,0.006926855,0
defect4j,time,org/joda/time/base/BaseDateTime,3,256,1,0,0,1,2,0,3,0,0,5,45,4,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,409,1,1,0,1,3,0,0,0,0,2,13,4,0.006926855,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,407,1,0,0,1,2,0,1,0,0,2,56,5,0.006926855,0
defect4j,time,org/joda/time/base/BaseDateTime,3,253,1,0,0,1,2,0,2,0,0,4,42,4,0.006896175,0
defect4j,time,org/joda/time/base/BaseDateTime,3,254,1,0,0,0,1,0,5,0,0,6,75,5,0.006896175,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,614,0,0,0,1,2,0,4,0,0,4,60,5,0.006843025,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,613,0,0,0,3,6,0,8,0,0,8,115,5,0.006843025,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,202,2,1,0,0,0,0,0,0,0,3,27,5,0.006835488,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,203,1,1,0,1,3,0,0,0,0,2,15,4,0.006835488,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,217,5,4,0,2,4,0,0,0,0,9,90,4,0.006835488,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,212,0,0,0,2,5,0,2,0,0,2,23,7,0.006835488,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,211,4,4,0,2,4,0,0,0,0,9,55,6,0.006835488,0
defect4j,time,org/joda/time/chrono/BasicGJChronology,3,139,0,0,0,2,5,0,2,0,0,2,23,5,0.006835488,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,197,3,8,0,5,10,0,0,0,0,11,69,4,0.006835488,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,611,0,0,0,4,8,0,7,0,0,7,89,5,0.006827964,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,612,0,0,0,3,6,0,7,0,0,7,97,5,0.006827964,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,690,0,0,0,1,2,0,1,0,0,1,21,5,0.006827964,0
defect4j,time,org/joda/time/field/FieldUtils,3,251,4,3,0,3,7,0,0,0,0,7,51,4,0.006827964,0
defect4j,time,org/joda/time/DurationFieldType,3,292,0,0,0,1,2,0,2,0,0,2,26,7,0.006790552,0
defect4j,time,org/joda/time/DateTimeUtils,3,115,2,0,0,1,2,0,0,1,0,4,55,4,0.006482318,0
defect4j,time,org/joda/time/DateTimeUtils,3,101,2,0,0,0,0,0,0,0,0,3,41,4,0.006482318,0
defect4j,time,org/joda/time/DateTimeUtils,3,100,0,0,0,1,2,0,1,0,0,1,18,5,0.006482318,0
defect4j,time,org/joda/time/DateTimeUtils,3,114,0,0,0,1,2,0,1,0,0,1,18,5,0.006482318,0
defect4j,time,org/joda/time/DateTimeUtils,3,548,2,0,0,0,0,0,0,0,0,3,22,5,0.006482318,0
defect4j,time,org/joda/time/DateTimeUtils,3,162,1,1,0,1,3,0,0,0,0,2,17,4,0.006482318,0
defect4j,time,org/joda/time/DateTimeUtils,3,161,1,0,0,1,2,0,2,1,0,4,49,4,0.006482318,0
defect4j,time,org/joda/time/DateTimeUtils,3,547,2,0,0,1,3,0,0,0,0,2,39,3,0.006482318,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,394,1,0,0,1,2,0,3,0,0,5,49,4,0.006447975,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,395,4,3,0,2,4,0,0,0,0,7,74,4,0.006447975,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,393,1,0,0,1,2,0,2,0,0,3,34,5,0.006447975,0
defect4j,time,org/joda/time/DateTimeZone,3,179,1,1,0,1,3,0,0,0,0,2,19,4,0.006393645,0
defect4j,time,org/joda/time/DateTimeZone,3,175,1,0,0,1,2,0,2,1,0,4,49,4,0.006393645,0
defect4j,time,org/joda/time/DateTimeZone,3,176,1,1,0,1,3,0,0,0,0,2,17,4,0.006393645,0
defect4j,time,org/joda/time/DateTimeZone,3,183,2,0,0,0,0,0,0,0,0,3,16,6,0.006393645,0
defect4j,time,org/joda/time/DateTimeZone,3,182,0,0,0,1,3,0,0,1,0,1,34,6,0.006393645,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,751,1,0,0,0,0,0,0,0,0,1,12,4,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,749,3,1,1,1,2,0,0,0,0,6,41,6,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,748,2,0,0,2,4,0,2,1,0,6,63,6,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,747,4,3,0,1,3,0,0,0,0,7,41,4,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,746,3,1,1,1,2,0,0,1,0,6,50,4,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,368,1,0,0,1,2,0,2,0,0,3,41,5,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,779,3,0,0,1,3,0,0,0,0,3,41,3,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,781,2,0,0,0,0,0,0,0,0,3,33,5,0.006333415,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,780,2,0,0,0,0,0,0,0,0,3,13,5,0.006333415,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,133,1,0,0,0,0,0,0,0,0,1,20,4,0.006235074,0
defect4j,time,org/joda/time/DateTimeZone,3,149,1,1,0,1,3,0,0,0,0,2,19,12,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,144,1,0,0,1,2,0,2,0,0,4,17,16,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,143,1,1,0,1,3,0,0,0,0,2,54,14,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,142,1,0,0,1,2,0,2,1,0,5,48,14,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,138,1,1,0,1,3,0,0,0,0,2,19,8,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,139,1,0,0,0,0,0,0,1,0,2,25,10,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,134,2,0,0,0,0,0,0,1,0,3,29,4,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,135,1,1,0,1,3,0,0,0,0,2,19,4,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,136,0,0,0,1,3,0,0,1,0,1,34,8,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,137,2,0,0,0,0,0,0,0,0,3,16,8,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,158,3,0,0,0,0,0,0,0,0,5,23,10,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,155,1,1,0,1,3,0,0,0,0,2,19,10,0.006209271,0
defect4j,time,org/joda/time/DateTimeZone,3,162,1,0,0,0,0,0,0,0,0,1,12,4,0.006209271,0
defect4j,time,org/joda/time/tz/CachedDateTimeZone,3,123,0,0,0,1,2,0,2,0,0,2,24,5,0.006051868,0
defect4j,time,org/joda/time/base/BaseDateTime,3,284,1,0,0,0,0,0,0,0,0,1,15,4,0.006008955,0
defect4j,time,org/joda/time/base/BaseDateTime,3,270,0,0,0,1,2,0,3,0,0,3,47,5,0.005960512,0
defect4j,time,org/joda/time/field/DividedDateTimeField,3,129,1,0,0,0,0,0,0,0,0,1,27,6,0.005912699,0
defect4j,time,org/joda/time/chrono/BasicDayOfYearDateTimeField,3,57,0,0,0,1,2,0,2,0,0,2,27,5,0.005813129,0
defect4j,time,org/joda/time/chrono/BasicWeekOfWeekyearDateTimeField,3,59,0,0,0,1,2,0,2,0,0,2,31,5,0.005813129,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,286,1,0,0,1,2,0,2,0,0,4,38,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,287,2,0,0,0,0,0,0,0,0,3,13,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,282,0,0,0,2,5,0,2,0,0,3,27,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,281,0,0,0,2,4,0,2,0,0,2,23,6,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,58,1,0,0,1,2,0,2,0,0,4,22,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,408,2,0,0,0,0,0,0,0,0,3,15,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,405,0,0,0,2,5,0,2,0,0,3,27,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,295,0,0,0,1,2,0,2,0,0,2,30,6,0.005801593,0
defect4j,time,org/joda/time/field/ScaledDurationField,3,109,1,1,0,2,4,0,2,0,0,4,51,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,285,2,0,0,0,0,0,0,0,0,3,15,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,198,1,0,0,0,0,0,0,0,0,1,13,6,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,193,4,0,0,1,2,0,2,0,0,7,67,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,190,4,0,0,1,2,0,2,0,0,7,69,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,191,4,0,0,1,2,0,2,0,0,7,71,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,197,1,2,0,2,5,0,2,0,0,6,44,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,215,1,0,0,0,0,0,0,1,0,2,31,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,409,2,0,0,0,0,0,0,0,0,3,13,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,404,0,0,0,2,4,0,2,0,0,2,23,6,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,189,4,0,0,1,2,0,2,0,0,7,61,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,188,4,0,0,1,2,0,2,0,0,7,65,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,185,4,0,0,1,2,0,2,0,0,7,71,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,184,4,0,0,1,2,0,2,0,0,7,65,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,187,4,0,0,1,2,0,2,0,0,7,67,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,186,4,0,0,1,2,0,2,0,0,7,65,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,412,2,0,0,0,0,0,0,0,0,3,41,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,410,2,0,0,0,0,0,0,0,0,3,31,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,81,2,0,0,1,2,0,0,0,0,2,18,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,85,0,0,0,2,4,0,1,1,0,2,32,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,170,4,0,0,1,2,0,2,0,0,7,51,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,171,4,0,0,1,2,0,2,0,0,7,61,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,172,4,0,0,1,2,0,2,0,0,7,69,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,173,4,0,0,1,2,0,2,0,0,7,67,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,174,4,0,0,1,2,0,2,0,0,7,49,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,175,4,0,0,1,2,0,2,0,0,7,61,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,176,4,0,0,1,2,0,2,0,0,7,63,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,178,4,0,0,1,2,0,2,0,0,7,65,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,179,4,0,0,1,2,0,2,0,0,7,71,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,180,4,0,0,1,2,0,2,0,0,7,59,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,220,0,0,0,1,2,0,4,0,0,4,33,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,221,1,0,0,0,0,0,0,0,0,1,18,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,163,4,0,0,1,2,0,2,0,0,7,53,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,162,4,0,0,1,2,0,2,0,0,7,59,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,160,4,0,0,1,2,0,2,0,0,7,51,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,166,4,0,0,1,2,0,2,0,0,7,55,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,165,4,0,0,1,2,0,2,0,0,7,57,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,164,4,0,0,1,2,0,2,0,0,7,57,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,411,1,0,0,1,2,0,2,0,0,4,46,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,181,4,0,0,1,2,0,2,0,0,7,77,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,183,4,0,0,1,2,0,2,0,0,7,71,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,156,4,0,0,1,2,0,2,0,0,7,53,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,157,4,0,0,1,2,0,2,0,0,7,55,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,155,4,0,0,1,2,0,2,0,0,7,61,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,150,1,0,0,1,2,0,0,6,0,7,66,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,158,4,0,0,1,2,0,2,0,0,7,61,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,159,4,0,0,1,2,0,2,0,0,7,53,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,209,1,2,0,2,5,0,2,0,0,6,44,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,204,0,0,0,1,2,0,4,0,0,4,33,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,203,2,0,0,2,4,0,1,2,0,5,73,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,200,0,0,0,2,5,0,3,0,0,3,35,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,201,0,0,0,2,4,0,3,1,0,4,43,7,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,55,1,1,0,1,3,0,0,0,0,2,19,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,59,1,1,0,1,3,0,0,0,0,2,19,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,413,2,0,0,0,0,0,0,0,0,3,39,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,71,3,4,0,1,2,0,2,0,0,9,87,4,0.005801593,0
defect4j,time,org/joda/time/chrono/GJEraDateTimeField,3,128,0,0,0,2,4,0,4,0,0,4,70,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,212,0,0,0,2,5,0,3,0,0,3,35,5,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,62,1,1,0,1,3,0,0,0,0,2,19,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,65,2,0,0,1,2,0,0,1,0,3,39,5,0.005801593,0
defect4j,time,org/joda/time/DateTimeZone,3,1273,0,1,0,2,4,0,2,0,0,3,31,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,154,4,0,0,1,2,0,2,0,0,7,51,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,205,1,0,0,0,0,0,0,0,0,1,18,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,177,4,0,0,1,2,0,2,0,0,7,61,4,0.005801593,0
defect4j,time,org/joda/time/chrono/ZonedChronology,3,192,4,0,0,1,2,0,2,0,0,7,79,4,0.005801593,0
defect4j,time,org/joda/time/chrono/BasicWeekyearDateTimeField,3,221,0,0,0,1,2,0,2,0,0,2,27,5,0.005795839,0
defect4j,time,org/joda/time/field/ZeroIsMaxDateTimeField,3,102,0,0,0,2,4,0,2,0,0,2,48,5,0.005795839,0
defect4j,time,org/joda/time/chrono/BasicYearDateTimeField,3,112,0,0,0,1,2,0,2,0,0,2,26,5,0.005795839,0
defect4j,time,org/joda/time/field/DividedDateTimeField,3,128,1,1,0,1,3,0,0,0,0,2,34,4,0.005795839,0
defect4j,time,org/joda/time/field/MillisDurationField,3,155,0,0,0,2,4,0,1,0,0,1,29,6,0.005795839,0
defect4j,time,org/joda/time/chrono/AssembledChronology,3,315,1,0,0,0,0,0,0,0,0,1,14,4,0.005795839,0
defect4j,time,org/joda/time/field/ImpreciseDateTimeField,3,161,1,0,0,0,0,0,0,0,0,1,19,5,0.005795839,0
defect4j,time,org/joda/time/field/DecoratedDurationField,3,69,1,0,0,0,0,0,0,0,0,1,14,4,0.005795839,0
defect4j,time,org/joda/time/field/MillisDurationField,3,49,0,0,0,1,2,0,2,0,0,2,34,5,0.005795839,0
defect4j,time,org/joda/time/field/RemainderDateTimeField,3,180,1,0,0,0,0,0,0,0,0,1,19,4,0.005795839,0
defect4j,time,org/joda/time/field/BaseDurationField,3,55,1,0,0,0,0,0,0,0,0,1,13,4,0.005795839,0
defect4j,time,org/joda/time/field/RemainderDateTimeField,3,173,1,0,0,0,0,0,0,0,0,1,22,4,0.005795839,0
defect4j,time,org/joda/time/chrono/BasicMonthOfYearDateTimeField,3,335,0,0,0,1,2,0,2,0,0,2,26,5,0.005795839,0
defect4j,time,org/joda/time/field/ScaledDurationField,3,150,1,0,0,2,4,0,2,0,0,4,37,4,0.005795839,0
defect4j,time,org/joda/time/field/ScaledDurationField,3,147,2,0,0,0,0,0,0,0,0,2,22,5,0.005795839,0
defect4j,time,org/joda/time/field/ScaledDurationField,3,149,1,0,0,2,4,0,2,0,0,4,29,4,0.005795839,0
defect4j,time,org/joda/time/field/ScaledDurationField,3,148,3,2,0,3,6,0,0,0,0,5,44,5,0.005795839,0
defect4j,time,org/joda/time/field/ScaledDurationField,3,151,1,0,0,0,0,0,0,0,0,1,12,4,0.005795839,0
defect4j,time,org/joda/time/field/PreciseDurationField,3,145,1,0,0,0,0,0,0,0,0,1,12,4,0.005795839,0
defect4j,time,org/joda/time/field/PreciseDurationField,3,144,1,0,0,2,4,0,2,0,0,4,29,4,0.005795839,0
defect4j,time,org/joda/time/field/PreciseDurationField,3,143,3,2,0,3,6,0,0,0,0,5,44,5,0.005795839,0
defect4j,time,org/joda/time/field/PreciseDurationField,3,142,2,0,0,0,0,0,0,0,0,2,26,5,0.005795839,0
defect4j,time,org/joda/time/chrono/GJDayOfWeekDateTimeField,3,95,0,0,0,1,2,0,2,0,0,2,27,5,0.005795839,0
defect4j,time,org/joda/time/field/PreciseDateTimeField,3,123,1,0,0,0,0,0,0,0,0,1,19,4,0.005790094,0
defect4j,time,org/joda/time/chrono/BasicDayOfMonthDateTimeField,3,52,0,0,0,1,2,0,2,0,0,2,28,5,0.005790094,0
defect4j,time,org/joda/time/chrono/BasicMonthOfYearDateTimeField,3,316,0,0,0,1,2,0,2,0,0,2,27,5,0.005790094,0
defect4j,time,org/joda/time/field/PreciseDurationDateTimeField,3,142,1,0,0,0,0,0,0,0,0,1,18,4,0.005772913,0
defect4j,time,org/joda/time/DateTimeUtils,3,287,1,0,0,0,0,0,0,0,0,1,14,4,0.005750134,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,169,2,1,0,3,7,0,2,0,0,5,46,4,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,173,4,0,0,1,2,0,1,0,0,6,58,6,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,171,2,0,0,0,1,0,0,1,0,4,47,6,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,177,2,0,0,0,1,0,0,1,0,4,54,6,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,175,2,0,0,0,1,0,0,1,0,4,50,6,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOYearOfEraDateTimeField,3,98,0,0,0,2,4,0,2,0,0,2,43,5,0.005738798,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,81,1,0,0,0,0,0,0,0,0,1,20,4,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,63,1,0,0,1,2,3,0,6,0,10,106,2,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,65,1,0,1,1,2,0,0,1,0,4,48,4,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,66,1,0,0,2,4,0,2,1,0,5,71,4,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,67,2,0,0,1,2,0,3,0,0,5,43,5,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOYearOfEraDateTimeField,3,42,1,0,0,1,2,2,0,2,0,5,70,2,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOYearOfEraDateTimeField,3,48,0,0,0,4,8,0,5,0,0,5,82,5,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOYearOfEraDateTimeField,3,53,0,0,0,2,4,0,3,0,0,3,51,5,0.005738798,0
defect4j,time,org/joda/time/chrono/ISOChronology,3,122,1,0,0,1,2,0,0,0,0,2,18,3,0.005738798,0
defect4j,time,org/joda/time/DateTimeUtils,3,284,1,1,0,1,3,0,0,0,0,2,21,4,0.005727498,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,146,2,0,0,0,0,0,0,0,0,2,24,5,0.005721861,0
defect4j,time,org/joda/time/chrono/BasicChronology,3,143,1,1,0,3,7,0,1,0,0,5,33,4,0.005716234,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,45,1,0,0,0,1,2,0,1,0,4,66,1,0.005682654,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,148,3,0,0,1,2,0,0,0,0,3,39,4,0.005654911,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,116,1,0,0,2,4,0,3,1,0,5,49,6,0.005654911,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,68,1,0,0,3,6,3,0,6,0,10,122,2,0.005654911,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,192,2,0,0,1,2,0,0,0,0,2,23,7,0.005654911,0
defect4j,time,org/joda/time/chrono/GregorianChronology,3,71,3,0,0,1,2,0,1,0,0,5,45,4,0.005654911,0
